"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"SYNCRIP:NM_019796:NM_019666",3724.90922461393,-0.138720076256633,0.10595756130009,9.22447259144107e-20,1.4236128550371e-15
"UTRN:NM_011682",14548.3876817651,0.730047856097481,0.0974359978376986,2.53484780605939e-15,1.95601530954573e-11
"BC016423:NM_134063",2200.44057385713,0.199761363988346,0.120705822302148,4.56398103773475e-12,2.34786397851201e-08
"ABCE1:NM_015751",2020.66479492301,0.100629744001408,0.121700789893543,8.58780028678936e-09,3.3133880456505e-05
"MYO1F:NM_053214",1408.30577737705,0.666192179043056,0.173073525582252,1.22105910821534e-08,3.76892104341748e-05
"CDC25B:NM_023117:NM_001111075",6658.14624619184,0.513350925889677,0.117395983060851,4.69903189070843e-08,0.000103600227384719
"TRIM59:NM_025863",2199.67864971793,-0.354355454605907,0.149861729058759,4.07875246461885e-08,0.000103600227384719
"ARHGEF18:NM_133962",10389.9519366423,0.37704874405938,0.0931216243755024,1.17794493127247e-07,0.000177349769186634
"CLEC2D:NM_053109",740.176299015138,-1.35871986647057,0.247259919852766,1.26407533276289e-07,0.000177349769186634
"ITM2A:NM_008409",1065.85150032146,-0.782180166464388,0.154598033301303,1.26341086218022e-07,0.000177349769186634
"TMED5:NM_028876",1719.51674333328,-0.0649267904893691,0.197062539179249,1.20714743409682e-07,0.000177349769186634
"1110002B05RIK:NM_134054",1949.74796004657,-0.449571839398708,0.159930761726408,1.83056620919273e-07,0.000179198107104935
"ITPR1:NM_010585",3261.01615302806,0.62953145440426,0.1238580549153,1.7086881525379e-07,0.000179198107104935
"PDCD4:NM_011050:NM_001168492:NM_001168491",3891.16562417429,-0.423787324404075,0.106416160587433,1.42366951949453e-07,0.000179198107104935
"RPL37:NM_026069",1907.82295894097,-0.717790267081104,0.133818270637904,1.78104004674229e-07,0.000179198107104935
"SRGN:NM_011157",16529.1790805207,-0.178868234298841,0.139082201176037,1.85781747792326e-07,0.000179198107104935
"XYLT1:NM_175645",1526.72496812521,0.862447730793561,0.162533045759772,3.89238871755081e-07,0.000353360206340951
"RUNDC3B:NM_198620",610.959129445023,-0.256864478075997,0.310695087302269,4.97732754306069e-07,0.000426750533178087
"MYO1E:NM_181072",441.100584721374,-0.899248074245445,0.202589017859693,6.53198860108322e-07,0.000530569368844828
"2410129H14RIK:NM_175245",1320.15895410714,-0.217160397661702,0.145418639227005,8.39169565905e-07,0.000647545195530593
"SRGAP3:NM_080448",1139.26376578934,-0.636801563802964,0.167776328623739,1.65856690878809e-06,0.00121888871920603
"MTF2:NM_013827",4247.30206566015,0.138188632429776,0.121332188266081,1.77579240608273e-06,0.00124571837286703
"MORF4L2:NM_001168225:NM_001168226:NM_001168229:NM_019768:NM_001168227:NM_001168228:NM_001168230",1856.65910810633,0.134859257055634,0.2083695115409,1.94524313677528e-06,0.00130525814477621
"LYPLA1:NM_008866",1580.13018080389,-0.315819846237742,0.142016497982414,2.26913453365446e-06,0.00145914805241205
"RAG1:NM_009019",5120.09026959858,0.322894452322251,0.118542108183906,2.45126116134519e-06,0.00151321254012161
"TMEM123:NM_133739",6683.27308794399,-0.297714816496516,0.104782840133203,3.17491649312214e-06,0.00188455716301362
"SFRS3:NM_013663",705.393192320876,-0.298507291271939,0.164881976646905,4.09731341251738e-06,0.00234199399612521
"PDE2A:NM_001143848:NM_001008548:NM_001143849:NR_026574",1755.35151334061,0.54051230540397,0.125547663764582,4.8592138474715e-06,0.00267829454671527
"MDN1:NM_001081392",3749.49183282314,0.457954591937714,0.155855846870656,6.3643096008882e-06,0.00338534776557083
"TOX:NM_145711",6502.79749050583,-0.723458077195175,0.164218821971953,6.58073174153599e-06,0.00338534776557083
"TCF7:NM_009331",170714.542398421,-0.420555581658786,0.0959998121397665,8.13124567684804e-06,0.00404804885583212
"ADAMTS10:NM_172619",5163.62925771696,0.549448866352568,0.155781866242351,8.400925397136e-06,0.0040516088016875
"SSB:NM_009278:NM_001110145",1605.84221577267,-0.343660492118422,0.132358255121811,8.74671536563862e-06,0.00409054721933033
"BCL2L11:NM_207681:NM_207680:NM_009754",4681.71218743393,-0.131514672706649,0.103033994765078,9.22024548058372e-06,0.00409975435954195
"KCNQ5:NM_023872:NM_001160139",346.405846696718,0.961099658977866,0.224897622454689,9.29769990176688e-06,0.00409975435954195
"ATPGD1:NM_134148",2512.68351804914,0.505851443136682,0.120521824864988,1.02276295632797e-05,0.00426602721757016
"NAA15:NM_053089",2499.94711278482,-0.154007952823856,0.119582088094992,1.0009675977018e-05,0.00426602721757016
"FCHO1:NM_028715:NR_028267",8406.40625506942,0.32594754246938,0.101201193937388,1.2011937601896e-05,0.0046345058252515
"NWD1:NM_176940:NM_001159403",2372.71331743838,0.542558759849675,0.119338254677568,1.1449325260253e-05,0.0046345058252515
"RASGRP1:NM_011246",19408.2921815316,-0.249157594779346,0.108450619527272,1.17268510402318e-05,0.0046345058252515
"RPL39:NM_026055",560.387257026915,-0.888585913932001,0.21366388857531,1.26275232321268e-05,0.00475318453759545
"CORO1A:NM_009898",22424.9590754578,0.0695386046739287,0.0888968895008369,1.33368704850413e-05,0.00480354404436361
"EYA2:NM_010165",2422.51497163424,-0.0083309182437246,0.116145185512143,1.33838135105057e-05,0.00480354404436361
"CNOT6:NM_212484",2982.39643120769,-0.295188040440072,0.115910721335798,1.57696677687308e-05,0.00553121096988234
"DALRD3:NM_026378",1395.27368192666,0.643469740417224,0.157599227210347,1.64965899627349e-05,0.00565759717544195
"SH3BP1:NM_009164",2434.0879680176,0.462278867430101,0.121182514347872,1.71130356265e-05,0.00574142345269073
"SIPA1L1:NM_001167983:NM_172579",12030.7950689585,-0.353947012867831,0.10855835052086,1.97549182404613e-05,0.00648675857883062
"SH3TC1:NM_194344",289.347550097349,0.546043392245185,0.247473769466344,2.35132972615048e-05,0.0075600149299334
"AL589670.1:NM_008197",4500.91441579778,-0.418668923214597,0.104446243225319,2.43631979652236e-05,0.00767341294280195
"MED14:NM_001048208:NM_012005",2376.32069119213,-0.036894749484015,0.116927024264204,2.59287713736528e-05,0.00784624958058007
"PEX6:NM_145488",5426.76439699808,0.33478344115514,0.103070084829142,2.55623590194253e-05,0.00784624958058007
"2810474O19RIK:NM_026054",2505.25125728386,-0.256625819000167,0.138564451285622,2.87767825117862e-05,0.00854061700969994
"PPP3R1:NM_024459",3462.48176711476,-0.238719531296435,0.128375664384463,3.0600371560351e-05,0.00891048177907352
"ARGLU1:NM_176849",1867.77646188893,0.596741956989278,0.133748502263859,3.24130873924316e-05,0.00919977168182353
"PPP1CB:NM_172707",3230.3893543372,-0.311220715155197,0.151454689339903,3.27860715674395e-05,0.00919977168182353
"AL669964.8:NR_001463:NR_001570",12713.8237948097,0.33093819530796,0.101118555705132,3.79864814007619e-05,0.00984029522691238
"COX17:NM_001017429",860.321796605597,-0.616197272582674,0.155984034134948,3.68525177742411e-05,0.00984029522691238
"ENG:NM_001146348:NM_007932:NM_001146350",2635.02925385827,0.13498656343423,0.117177881764215,3.7045311651541e-05,0.00984029522691238
"MAML2:NM_001013813:NM_173776",1050.02641713737,-0.817337796717645,0.187867093538641,3.82568336431506e-05,0.00984029522691238
"ZMIZ1:NM_183208",12398.3038830637,0.434081308647788,0.114183905701115,3.67168087478709e-05,0.00984029522691238
"ARHGAP9:NM_146011",4526.13222591508,0.319989206869577,0.110636703439372,4.24312397288897e-05,0.0107351036514091
"ACTN1:NM_134156",7233.93812392392,0.138772858762204,0.0964212297619965,4.55203747197549e-05,0.0113309023072577
"GLS:NM_001081081:NM_001113383",5836.2251979222,0.28118663673137,0.227555079544505,4.80920463091735e-05,0.0117810246141186
"BC030336:NM_001164580",1025.77454828769,-0.145162655446674,0.146624827186222,5.33977244392728e-05,0.0128700550776997
"DST:NM_133833:NM_134448",2993.70764146295,0.649317849949743,0.149976649605897,5.42055063856983e-05,0.0128700550776997
"ANP32E:NM_023210",6407.04223199486,-0.194828538448068,0.103714567854903,5.7786937571711e-05,0.013115085405062
"CISD2:NM_025902",1367.74084266877,-0.152610686986371,0.133464393845957,5.7328242334781e-05,0.013115085405062
"HSP90B1:NM_011631",3714.64260585963,-0.17553329707929,0.108207955565001,5.76187169574407e-05,0.013115085405062
"GAR1:NM_026578",504.256493565708,-0.426510947619735,0.238528203364532,6.35444208675391e-05,0.0142127688007062
"ATM:NM_007499",1857.19161990164,0.0773330039845699,0.142889602276736,6.77004646204501e-05,0.0143153626303886
"FAM193B:NM_001162881:NM_145382",5226.62076184462,0.401575195403227,0.104274197759246,6.70583525895051e-05,0.0143153626303886
"HMHA1:NM_001142701:NM_027521",52903.2349552998,0.236138410678708,0.0864068211477969,6.95685995774732e-05,0.0143153626303886
"HNRNPR:NM_028871",2032.49315350717,-0.426633550545776,0.121812913761928,6.93682012706398e-05,0.0143153626303886
"IVNS1ABP:NM_001039511:NM_054102:NM_001039512",6854.34334244767,0.0143916440681429,0.0980364241564367,6.66833266163703e-05,0.0143153626303886
"TECPR1:NM_027410",14674.0765670185,0.228635373060474,0.0912959259907414,6.92580187399183e-05,0.0143153626303886
"CDC73:NM_145991",728.892321722338,-0.158691664029623,0.168292439021075,7.3362855493087e-05,0.0148974861687475
"TMX3:NM_198295",1549.21651718256,-0.219393893353823,0.196176515132251,7.88138622767083e-05,0.0157965498248888
"ATP5K:NM_007507",381.722691219934,-1.01753599025125,0.247863608313704,8.39205569141212e-05,0.0159894562327856
"DNAJA1:NM_008298:NM_001164671:NM_001164672",1589.10666684031,-0.419540546332999,0.157153731756251,8.37270971760398e-05,0.0159894562327856
"PLXDC2:NM_026162",2401.45933033805,0.413528149021438,0.119768054537709,8.35825757387415e-05,0.0159894562327856
"UTP20:NM_175158",1442.5012518743,0.147969248074452,0.130590360215342,8.18375944174648e-05,0.0159894562327856
"RB1:NM_009029",1311.47141304705,-0.319173021291455,0.153547244207198,8.66537924490331e-05,0.0163088777910479
"ARHGAP5:NM_009706",652.201247668235,0.210656572978593,0.305719149483425,9.84864085937437e-05,0.0177349660457752
"CBL:NM_007619",8353.29172488813,0.284750295512997,0.096787525173395,9.8827647245297e-05,0.0177349660457752
"GABBR1:NM_019439",1842.24037783406,0.511317432908494,0.126765892960006,9.76226706670766e-05,0.0177349660457752
"TAGLN:NM_011526",242.179328025398,0.454805185619712,0.318316822171908,9.79390274525052e-05,0.0177349660457752
"CMPK1:NM_025647",1081.88010930934,-0.306816667679425,0.147389274486635,0.00010095907517941,0.0179092115775153
"UBE2K:NM_016786",1082.60014463575,-0.344866279566659,0.153720285571222,0.00010232002813626,0.0179443749343967
"TSPAN32:NM_001128080:NM_001128082:NM_020286:NM_001128081",862.11930026971,0.378128673838712,0.169782463738522,0.000103942648781449,0.0180241224566753
"LGALS1:NM_008495",3616.12035969893,-0.46196826611901,0.109895129321327,0.000105281397077153,0.0180534200121301
"YWHAH:NM_011738",2785.56705737954,-0.408731399145983,0.113253500073091,0.000108437850263848,0.0183903444299117
"ABHD8:NM_022419",9159.16120685767,0.177455557431734,0.109427142878284,0.000118921970707839,0.0198185340719205
"PFDN2:NM_011070",532.453158250169,-0.760923953181037,0.228783654913044,0.000119427439168574,0.0198185340719205
"IPO7:NM_181517",1205.87537676831,0.0206408115336867,0.141586475653722,0.000120987509212866,0.0198638322306612
"EMB:NM_010330",13324.946530775,-0.424577847798146,0.126769477966596,0.000128897641051891,0.0209107609852338
"ITSN1:NM_001110276:NM_001110275:NM_010587",262.055364638394,-1.08309515434283,0.254613646069927,0.000132783941978417,0.0209107609852338
"NDUFC2:NM_024220",1018.32187007488,-0.515274498744988,0.156271711214727,0.000131782993074872,0.0209107609852338
"PBXIP1:NM_146131",9747.40732400258,0.0362221461863097,0.0971569131367899,0.000131119201923968,0.0209107609852338
"PHTF2:NM_172992",1088.22797811107,-0.176696717462585,0.142373266410779,0.000136172752281283,0.0212278190500711
"TAF15:NM_027427",829.149330178585,-0.470910121259424,0.160111802579588,0.000141746872800678,0.0218757948793287
"GPR65:NM_008152",1096.14395864853,-0.0514739708516661,0.146684825198019,0.000144177563684586,0.0220306172311308
"PRPS2:NM_026662",2582.71429205666,0.0560657562289752,0.11544633388018,0.000147040874537145,0.0220318622983666
"ST8SIA4:NM_009183:NM_001159745",2785.33964377207,-0.196707227715845,0.149280327011156,0.000146584937596785,0.0220318622983666
"CDK6:NM_009873",4285.44021003718,0.371803076661362,0.110237206705296,0.000149317880560886,0.0221579120259245
"4930432O21RIK:NM_001025373",298.159282453638,-0.312346789252603,0.232261790328037,0.000150820259886892,0.0221677054365181
"SH2B1:NM_011363:NM_001081459",6503.65749577846,0.26623824574093,0.0975474624252573,0.000153564087879803,0.0223580619646132
"PPP1R16B:NM_153089:NM_001159662",5459.47989575461,0.437137507329941,0.107743142523353,0.000165135415548963,0.0236990271727524
"TMEM108:NM_178638",146.588972968699,-1.25149394386495,0.545225041765672,0.000165845586383545,0.0236990271727524
"AHDC1:NM_146155",4340.44793359438,0.296576338196015,0.103520496752917,0.000173758820611836,0.0246020172339675
"ZYX:NM_011777",19951.9292969711,0.0119775095808585,0.0894102256705081,0.000181293682157101,0.0254355036066412
"NPM1:NM_008722",911.729794967707,-0.09004007754161,0.163890705300286,0.000183606500969394,0.0255279200852311
"NDUFB10:NM_026684",1519.39446040146,-0.497379664507655,0.129836006630667,0.000188402340023631,0.0259608331570062
"KRAS:NM_021284",1587.94931960949,-0.391386175668419,0.153367199460511,0.000196437583493918,0.0261346657419106
"RNF138:NM_019706:NM_207623",1016.15490885738,-0.227327899784965,0.186966484354638,0.000194300201220973,0.0261346657419106
"VPS54:NM_139061",3363.64417419014,-0.177065274231958,0.115412420770023,0.000192973434355063,0.0261346657419106
"ZFP397:NM_027007",1350.46431711371,0.0852274500697817,0.153915493341561,0.000195628227961162,0.0261346657419106
"CD164:NM_016898",8421.74699924291,-0.139953078446453,0.102543928790178,0.000207897647270859,0.0262990523797636
"PPP4R2:NM_182939",934.668861071499,-0.336455443105431,0.152722302996974,0.000206248779509877,0.0262990523797636
"PRKCE:NM_011104",115.891073677988,1.31846632494153,0.373813249876374,0.000205692384302789,0.0262990523797636
"RPE:NM_025683",1469.6989911167,-0.255365935291868,0.130239892913251,0.000205196109907386,0.0262990523797636
"SEPT7:NM_009859",1808.5852155788,-0.226402496352193,0.162299208707449,0.000201317640737854,0.0262990523797636
"SH3PXD2A:NM_008018:NM_001164717",6349.2681681295,-0.113075333883594,0.132198280993255,0.000202411475810774,0.0262990523797636
"NOL8:NM_001081350",499.848076743599,0.0097117272275198,0.217444831109211,0.000216914286233672,0.0272165705645875
"RASAL3:NM_178785",14785.9856087518,0.409290388159822,0.124260908764772,0.000229571184294282,0.0285723555420456
"ZFP422:NM_026057",2001.45305547243,-0.33183565314129,0.122302009280262,0.00023893990960429,0.0295004769993841
"NAA50:NM_028108",2067.84802629512,-0.171206023685417,0.138314603419163,0.0002440572034693,0.0298931335011246
"POLR1A:NM_009088",1681.27333311717,0.308599697562258,0.185834761347289,0.000250617442062262,0.0302170233073976
"RGL2:NM_009059",3785.73997072353,0.374487694684861,0.123668907358324,0.000248827259827741,0.0302170233073976
"AKAP6:NM_198111",62.7410701043618,2.08840574779805,0.536067851960232,0.000257217645886233,0.0305887985708606
"DENND4A:NM_001162917",687.04839395867,-0.767440230756741,0.265771841474145,0.000259027560235009,0.0305887985708606
"FUBP1:NM_057172",2678.85248331637,-0.0196290300482358,0.113373520498997,0.000259647029921774,0.0305887985708606
"MBNL1:NM_020007",14670.5486545459,-0.264845470752409,0.163748279270912,0.000271810419626632,0.0317791682280137
"DGKA:NM_016811",8905.20183940097,0.284448969465852,0.0997224479281024,0.000282119331461979,0.0326593304126377
"SYTL2:NM_031394:NM_001040085:NM_001040086:NM_001040087:NM_001040088",2612.02726503272,-0.840650222415024,0.212145368427168,0.000283570937296277,0.0326593304126377
"GALNT10:NM_134189",3272.03253896239,0.362109457359426,0.136085359523875,0.000295761240957098,0.0335623767036095
"ZFP219:NM_027248",4645.15585941189,0.179114479422186,0.105445780258099,0.000294506888620078,0.0335623767036095
"BIRC6:NM_007566",14196.4844038715,0.159664321549227,0.0940275573173419,0.000314877524187884,0.0354708381809607
"CAPRIN1:NM_001111290:NM_001111289:NM_016739:NM_001111292:NM_001111291",10549.5689027513,-0.0289787805541404,0.0963693762260281,0.000342439589911129,0.0382961608050612
"ISY1:NM_133934",1444.54539508297,-0.621489896933681,0.196658272665453,0.000370602495565171,0.0409834589661532
"PLEKHO2:NM_153119",4098.24186490052,0.083146156568223,0.104601503848876,0.00037178022777564,0.0409834589661532
"ARHGAP4:NM_001162424:NM_138630:NM_001162423",5788.33871610804,0.148254533259751,0.0991783839389981,0.000391029311431797,0.0427996834278505
"HISPPD1:NM_173760",1620.61047158639,-0.114122776260234,0.131762975198758,0.000403743793394431,0.0438801265032131
"LYSMD3:NM_030257",923.606982823362,-0.188360353913177,0.158307603642035,0.000417722398721941,0.0443661340071908
"SERP1:NM_030685",4694.17594821472,-0.217282301927908,0.106162782166484,0.00042145120813478,0.0443661340071908
"SIPA1:NM_001164568:NM_001164482:NM_011379:NM_001164480:NM_001164481",4623.34318596742,0.284147825471233,0.103348644736604,0.000418582804953341,0.0443661340071908
"SMARCC1:NM_009211",6069.19495762687,-0.0139849236751459,0.0991166366196708,0.000422589366879871,0.0443661340071908
"SYTL1:NM_031393",5579.55082129179,0.138982445063078,0.12382125732293,0.000421966262090455,0.0443661340071908
"TTLL3:NM_001142732:NM_133923",607.318897086901,0.642577262696814,0.198762953200714,0.000434269407176808,0.045284322709187
"6330577E15RIK:NM_026377",1726.78348798411,-0.593802728483541,0.157955462111425,0.000459181790988398,0.0472436838688263
"D4WSU53E:NM_023665",10081.9383368282,0.312488828097203,0.13021322893858,0.00045794413644256,0.0472436838688263
"KCNAB2:NM_010598",7901.8629509672,0.259725761457375,0.105389414767237,0.000463738094048893,0.0473964901023614
"CD52:NM_013706",1488.89177894874,-0.508523982505246,0.169032928337892,0.000472498411333846,0.0476605750465048
"CUL3:NM_016716",2635.15659947934,-0.136331724947119,0.138273277535416,0.000470864621155982,0.0476605750465048
"EIF3A:NM_010123",5417.70052127508,-0.107615754743811,0.0996247081981624,0.000476343736610211,0.0477364473188661
"4732471D19RIK:NM_176987",670.048992027483,-0.12952189426195,0.174788141955226,0.000512966518443136,0.050883312922232
"SMC4:NM_133786",25358.2936199605,-0.344684778740689,0.158573783746348,0.000514339196259198,0.050883312922232
"INF2:NM_198411",1017.37969467476,0.58013010329249,0.170035395540469,0.000526193688737595,0.0517245044476898
"ATP11C:NM_001037863:NM_001001798",863.855062806294,0.0759410189640956,0.216717218373893,0.000529966474479397,0.0517656493711426
"BAIAP3:NM_001163270",1052.47456626379,0.599694238973114,0.204177159925895,0.000543038811737434,0.0527089181229171
"SPCS3:NM_029701",2342.86473685858,-0.182566950552414,0.123460482537979,0.000550068291734351,0.0530575246646015
"RTN4:NM_194052:NM_194053:NM_194054:NM_194051:NM_024226",5615.40510072021,-0.20098240778981,0.109552865336278,0.000630405109708404,0.0604288326591913
"POGK:NM_175170:NM_001142948",828.894497185225,0.0562709055870904,0.157255654262271,0.00063774798109766,0.0607553369893839
"CCNG1:NM_009831",4402.71839174223,-0.106065683038315,0.103312351577458,0.000667134944734175,0.0627798390370885
"EIF2AK3:NM_010121",2537.51796951495,0.432021107803767,0.114448205071987,0.000663394065178748,0.0627798390370885
"SDAD1:NM_172713",1687.6367787208,0.00748881660374963,0.135609435264896,0.000677386198196009,0.0633581890712667
"4932438A13RIK:NM_172679",5426.5704395748,-0.0391842820884126,0.132527289387778,0.00069286688777552,0.0644157510785518
"VPS37A:NM_033560",1087.19477941456,-0.0229012323820257,0.150194597749697,0.000725611715596008,0.0670560814778036
"TRA2B:NM_009186",858.283443385016,-0.328338327876207,0.167089565370793,0.000733660212977467,0.0673962980171503
"ADSS:NM_007422",2457.08155629886,-0.20960319698299,0.124685433509767,0.000744181523348659,0.0674264440699846
"QSER1:NM_001123327",2078.24047279622,-0.202556619941417,0.157106635476272,0.000747095311084518,0.0674264440699846
"RPLP1:NM_018853",11655.5277015844,-0.427530476406282,0.11089109435867,0.000745212546165181,0.0674264440699846
"CBLB:NM_001033238",4422.50864549964,-0.230135708952586,0.109842437895786,0.000772856236247484,0.0693458738023687
"PRMT3:NM_133740",1184.78373771484,0.163546984397303,0.146303190508731,0.00081634759671545,0.0728248119081476
"SEC63:NM_153055",2484.44890510867,-0.172620676143783,0.130966361504731,0.00083332953149171,0.0739124980431699
"FGD6:NM_053072",524.701332870537,-0.0810246509737242,0.206845536818532,0.000847189353138682,0.0747124187827958
"S100A4:NM_011311",2575.98923948785,-0.445607147024262,0.131987710926893,0.000852544062302193,0.0747574574631235
"CTAGE5:NM_146034:NM_001165254:NM_001165253",1529.89902515962,-0.120179856614963,0.129891183112162,0.000864045752915741,0.0749068835311383
"D16ERTD472E:NM_025967",2599.40083511317,-0.063072514049095,0.124503686762307,0.000868809184997975,0.0749068835311383
"TCIRG1:NM_016921:NM_001167784:NM_001136091",2078.03470464997,0.455207364626012,0.146349709364371,0.000868436203699006,0.0749068835311383
"UBE2B:NM_009458",3499.95326139361,-0.260884698501439,0.126646066576601,0.000887858875514429,0.0761240334767455
"LRP10:NM_022993",18638.3816554925,0.0949738539451873,0.0932625337316615,0.000941419843671516,0.080270345013163
"SAP25:NR_033148:NM_001081962",1157.59544815555,0.461855441425854,0.145346412174046,0.00095900959775549,0.0808764760773796
"UQCR:NM_025650",895.17870951747,-0.575224603597174,0.165746088065039,0.0009560708051195,0.0808764760773796
"MFGE8:NM_008594:NM_001045489",4482.89606609274,-0.102412236956635,0.108044266982641,0.00096804631829808,0.0810517867881625
"PPAT:NM_172146",1305.42638875058,-0.0293110936093711,0.175252040348232,0.000971592079039076,0.0810517867881625
"CD24A:NM_009846",4507.98225116522,-0.448486731412157,0.189961783123195,0.000993771367273082,0.0820153663696549
"UBE2G1:NM_025985",2324.89097938334,-0.208294135241241,0.132040280576757,0.000988653952277632,0.0820153663696549
"STK17B:NM_133810",5128.58128120593,-0.0677894347853119,0.10758173847677,0.0010192924298838,0.0836741493106208
"GNG12:NM_025278:NM_001177556:NM_001177557:NM_001177559:NM_001177560:NM_001177558",2277.09893445355,-0.1574635322343,0.125480928450183,0.00102856717000058,0.0839887679080366
"SLC16A1:NM_009196",1035.69836248291,0.0471105335949606,0.195578953543736,0.00103538368736294,0.0841004023530119
"PRKD2:NM_178900",11688.9329543692,0.22131720953433,0.122054441643514,0.00104855049516546,0.0847239779680027
"RHBDL1:NM_144816",552.355671338522,0.734588215495265,0.233185492958968,0.00106121799116484,0.0848589495214868
"RPS20:NM_026147",3890.57847033599,-0.433142125602587,0.116744013374853,0.0010596641260879,0.0848589495214868
"E2F2:NM_177733",428.042858861848,0.201005174870495,0.205807454422332,0.00107208887462386,0.0852863278457221
"ACP5:NM_007388:NM_001102404:NM_001102405",1788.83167329942,0.334249379145279,0.147585590945702,0.0010912132247636,0.0859219066213093
"NR_026976:NR_026976:NR_015505",739.094138969217,0.501883665073159,0.165889326491257,0.00108682704286039,0.0859219066213093
"MYB:NM_010848",32264.5781460619,0.0721227832220158,0.140969800195641,0.00112424937324176,0.0880738100367514
"TOP1:NM_009408",3888.8310916403,-0.266699046370062,0.110903527875967,0.00116586927612482,0.090873033022396
"ATP8A1:NM_009727:NM_001038999",2733.24658187587,0.402871641885257,0.13320842382401,0.00120544429326884,0.09301810889009
"DHX40:NM_026191",2498.86785264967,-0.283746662577432,0.12996353360531,0.0012031184285327,0.09301810889009
"ZFP655:NM_001083958:NM_028298",1299.67610893844,-0.245949614458677,0.143151176414571,0.0012268058817419,0.0941954983727502
"COL11A2:NM_009926",1027.76004397529,0.6751813872949,0.193778900517008,0.00125398717102103,0.0945624772637545
"KPNA4:NM_008467",3845.55438006117,-0.191941602946316,0.122153721497244,0.00125444592137353,0.0945624772637545
"NDUFA12:NM_025551",497.516023119866,-0.49925018103637,0.210573635467398,0.00125609459204754,0.0945624772637545
"NRGN:NM_022029",1972.20825163518,-0.432851716566257,0.130738273347619,0.00123887657171496,0.0945624772637545
"2610008E11RIK:NM_001004362",744.212195041891,-0.325026518680101,0.183628725776696,0.00128307976561765,0.0961250971979478
"DDX5:NM_007840",11755.699582445,-0.16630258542032,0.115214574127765,0.00131722430619784,0.0982063899398609
"TNFSF10:NM_009425",1575.31239516411,0.0591888054859547,0.174429020666655,0.00133286368959978,0.0988946409691992
"NR_002847:NR_002847",3952.72938648371,0.076058423569502,0.133278866301976,0.00135014807946944,0.0996977766050326
